,genus,species,NCBI tax ID,motility,gram stain,range,optimum,GC-content,oxygen tolerance,Total samples,soil counts,aquatic counts,plant counts,metabolite,is antibiotic,is resistant
0,Chryseolinea,Chryseolinea serpens,"[947013, 947013, 947013, 2025608]",yes,negative,13-37,,"['49.9', '49.9']",aerobe,21179.0,17220.0,772.0,2669.0,,,
0,Fulvivirga,Fulvivirga sediminis,2803949,,,,,,,,,,,,,
0,Fulvivirga,Fulvivirga aurantia,2529383,,,,,,,,,,,,,
0,Fulvivirga,Fulvivirga marina,2494733,,,,,,,,,,,,,
0,Fulvivirga,Fulvivirga lutea,2810512,,,,,,,,,,,,,
0,Fulvivirga,Fulvivirga lutimaris,"[1819566, 1819566, 1168170]",['no'],"['negative', 'negative']",30,10-33,"['50.9', '50.9']","['aerobe', 'aerobe']",2326.0,211.0,2058.0,25.0,"['carbenicillin', 'cephalothin', 'chloramphenicol', 'lincomycin', 'novobiocin', 'oleandomycin', 'penicillin g', 'tetracycline', 'ampicillin', 'gentamicin', 'kanamycin', 'neomycin', 'polymyxin b', 'streptomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Fulvivirga,Fulvivirga kasyanovii,"[396812, 396812, 195]","['yes', 'yes']","['negative', 'negative']",35-37,36,"['59.9', '59.9']","['aerobe', 'aerobe']",2684.0,497.0,1962.0,101.0,,,
0,Fulvivirga,Fulvivirga imtechensis,"[1237149, 1237149, 1237149, 1747]",no,negative,30,32.5,"['55.1', '55.1']",aerobe,2781.0,468.0,1217.0,30.0,,,
0,Adhaeribacter,Adhaeribacter terrigena,,,,,,,,,,,,,,
0,Adhaeribacter,Adhaeribacter rhizoryzae,2607907,,,,,,,,,,,,,
0,Adhaeribacter,Adhaeribacter radiodurans,"[2745197, 2961943]",,,,,,,,,,,,,
0,Adhaeribacter,Adhaeribacter arboris,2072846,,,,,,,,,,,,,
0,Adhaeribacter,Adhaeribacter pallidiroseus,2072847,,,,,,,,,,,,,
0,Adhaeribacter,Adhaeribacter swui,"[2086471, 2086471]","['no', 'no']","['negative', 'negative']",25,28,"['45.9', '45.9']","['aerobe', 'aerobe']",,,,,,,
0,Adhaeribacter,Adhaeribacter terrae,,,"['negative', 'negative']",25,25,"['44', '44.0']",aerobe,,,,,,,
0,Adhaeribacter,Adhaeribacter sp.,,,,,,,,3190.0,1720.0,486.0,175.0,,,
0,Adhaeribacter,Adhaeribacter aerophilus,,no,negative,10-37,30-37,44.5,aerobe,302.0,228.0,18.0,34.0,,,
0,Adhaeribacter,Adhaeribacter aerolatus,"[670289, 670289]",no,negative,10-35,30,43.9,aerobe,618.0,457.0,45.0,34.0,,,
0,Adhaeribacter,Adhaeribacter terreus,,no,negative,16-33,28,48.1,aerobe,,,,,,,
0,Adhaeribacter,Adhaeribacter sp.,,,,,,,,2458.0,1842.0,189.0,270.0,,,
0,Adhaeribacter,Adhaeribacter aquaticus,"[926549, 926549, 926549]",no,negative,04-37,30,"['40.0', '40']",aerobe,,,,,,,
0,Hymenobacter,Hymenobacter terrestris,"[2748310, 707003]",,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter russus,"[2724192, 2724192, 2835648, 1898112]",no,negative,10-30,25,59.8,aerobe,,,,,,,
0,Hymenobacter,Hymenobacter edaphi,"[2211146, 2211146]",no,negative,4-37,28,65.6,obligate aerobe,,,,,"['tetracycline', 'vancomycin', 'polymyxin b', 'trimethoprim', 'sulfamethoxazole', 'kanamycin', 'furazolidone']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter humicola,"[2303334, 2303334, 2303334, 348578]",no,negative,30,,59.6,aerobe,,,,,"['aztreonam', 'cefixime', 'ceftazidime', 'ampicillin', 'carbenicillin', 'cephalothin', 'ciprofloxacin', 'chloramphenicol', 'imipenem', 'piperacillin', 'polymyxin b', 'streptomycin', 'tetracycline', 'gentamicin', 'kanamycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter rigui,"[334424, 334424, 334424, 158836]",,,,30,,,,,,,,,
0,Hymenobacter,Hymenobacter baengnokdamensis,"[2615203, 2615203]",no,negative,10-30,25-30,59.8,,,,,,,,
0,Hymenobacter,Hymenobacter lutimineralis,2606448,no,negative,4-37,20-25,60,aerobe,,,,,,,
0,Hymenobacter,Hymenobacter jejuensis,2502781,,,,,59.6,,,,,,,,
0,Hymenobacter,Hymenobacter metallilatus,"[2493666, 2493666, 2493666, 1134687]",no,negative,10-30,28,59.8,aerobe,,,,,,,
0,Hymenobacter,Hymenobacter metallicola,2563114,,,,,59.5,,,,,,,,
0,Hymenobacter,Hymenobacter fodinae,2510796,,,,,56.7,,,,,,,,
0,Hymenobacter,Hymenobacter segetis,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter terrigena,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter agri,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter pomorum,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter jeollabukensis,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter persicinus,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter daejeonensis,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter daejeonensis,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter daeguensis,,,,,,,,35.0,5.0,9.0,7.0,,,
0,Hymenobacter,Hymenobacter arcticus,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter rubidus,,,,,,,,133.0,115.0,3.0,8.0,,,
0,Hymenobacter,Hymenobacter terrae,,,,,,,,44.0,15.0,3.0,10.0,,,
0,Hymenobacter,Hymenobacter qilianensis,"[1385715, 1385715, 1385715, 1385715, 1385715, 548, 48296]",,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter sedentarius,1411621,,,,,59.8,,431.0,269.0,54.0,39.0,,,
0,Hymenobacter,Hymenobacter humi,,,,,,,,184.0,140.0,5.0,24.0,,,
0,Hymenobacter,Hymenobacter wooponensis,"[1525360, 1525360, 1525360, 1871037]",,,,,62,,,,,,,,
0,Hymenobacter,Hymenobacter ruber,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter swuensis,1227739,,,,,"['59.5', '59.67']",,360.0,50.0,66.0,60.0,,,
0,Hymenobacter,Hymenobacter fastidiosus,,,,,,,,73.0,22.0,7.0,1.0,,,
0,Hymenobacter,Hymenobacter sp.,,,,,,,,728.0,218.0,128.0,64.0,,,
0,Hymenobacter,Hymenobacter glaciei,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter fastidiosus,,,,,,,,73.0,22.0,7.0,1.0,,,
0,Hymenobacter,Hymenobacter elongatus,"[877208, 877208, 1590]",,,,,,,32.0,18.0,5.0,1.0,,,
0,Hymenobacter,Hymenobacter antarcticus,,,,,,,,159.0,86.0,37.0,6.0,,,
0,Hymenobacter,Hymenobacter sp.,,,,,,,,728.0,218.0,128.0,64.0,,,
0,Hymenobacter,Hymenobacter antarcticus,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter antarcticus,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter sp.,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter antarcticus,,,,,,,,159.0,86.0,37.0,6.0,,,
0,Hymenobacter,Hymenobacter antarcticus,,,,,,,,159.0,86.0,37.0,6.0,,,
0,Hymenobacter,Hymenobacter antarcticus,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter algoricola,,,,,,,,99.0,43.0,3.0,5.0,,,
0,Hymenobacter,Hymenobacter antarcticus,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter bucti,,"['no', 'no']","['negative', 'negative']",22,22,"['60.40', '60.4']","['obligate aerobe', 'aerobe']",,,,,,,
0,Hymenobacter,Hymenobacter pedocola,,"['no', 'no']","['negative', 'negative']",25,25,"['58.70', '58.7']","['aerobe', 'aerobe']",,,,,,,
0,Hymenobacter,Hymenobacter rufus,,"['no', 'no']","['negative', 'negative']",25,25,"['60.7', '60.7']","['aerobe', 'aerobe']",,,,,,,
0,Hymenobacter,Hymenobacter aquatilis,,"['no', 'no']","['negative', 'negative']",25,25-30,"['58.9', '58.9']","['aerobe', 'aerobe']",240.0,24.0,35.0,47.0,"['ampicillin', 'chloramphenicol', 'erythromycin', 'gentamicin', 'kanamycin', 'penicillin g', 'rifampicin', 'streptomycin', 'tetracycline', 'vancomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter profundi,1982110,"['no', 'no']","['negative', 'negative']",25,25,"['59.98', '59.98']","['aerobe', 'aerobe']",,,,,"['imipenem', 'meropenem', 'ofloxacin', 'levofloxacin', 'amoxicillin', 'clavulanic acid', 'tetracycline', 'gentamicin', 'ampicillin', 'amoxicillin', 'cefalotin', 'cefoxitin', 'ticarcillin', 'piperacillin', 'amikacin', 'nalidixic acid', 'ciprofloxacin', 'cefepime', 'cefixime', 'cefotaxime', 'cefazolin', 'aztreonam', 'ceftazidime', 'tobramycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter rivuli,,"['yes', 'yes']","['negative', 'negative']",25,25-30,"['62.8', '62.8']","['aerobe', 'aerobe']",,,,,,,
0,Hymenobacter,Hymenobacter gummosus,"[1776032, 1776032, 1776032, 615]","['yes', 'yes']","['negative', 'negative']",25,25,"['63.3', '63.6']","['aerobe', 'aerobe']",65.0,13.0,13.0,19.0,"['rifampicin', 'gentamicin', 'streptomycin', 'ampicillin', 'penicillin g', 'chloramphenicol', 'kanamycin', 'nalidixic acid', 'novobiocin', 'tetracycline', 'trimethoprim', 'sulfamethoxazole']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",
0,Hymenobacter,Hymenobacter cavernae,"[2044852, 2044852, 520]",no,negative,4-35,15,54.9,aerobe,,,,,"['rifampicin', 'ciprofloxacin', 'penicillin g', 'streptomycin', 'gentamicin', 'ampicillin', 'tetracycline', 'vancomycin', 'chloramphenicol', 'kanamycin', 'nalidixic acid', 'polymyxin b']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",
0,Hymenobacter,Hymenobacter rubripertinctus,"[2029981, 2029981, 2029981]","['no', 'no']","['negative', 'negative']",20,20,"['59.4', '59.4']","['aerobe', 'aerobe']",,,,,"['ciprofloxacin', 'ampicillin', 'erythromycin', 'aztreonam', 'ceftriaxone', 'chloramphenicol', 'kanamycin', 'polymyxin b', 'tetracycline', 'vancomycin', 'tobramycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",['yes']
0,Hymenobacter,Hymenobacter defluvii,,"['no', 'no']","['negative', 'negative']",25,25-30,"['57.0', '57']","['aerobe', 'aerobe']",,,,,"['ampicillin', 'streptomycin', 'penicillin', 'erythromycin', 'chloramphenicol', 'nalidixic acid', 'tetracycline', 'vancomycin', 'gentamicin', 'amikacin', 'kanamycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter gelipurpurascens,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter monticola,,"['no', 'no']","['negative', 'negative']",25,25,"['62', '62.0']","['aerobe', 'aerobe']",224.0,77.0,45.0,34.0,,,
0,Hymenobacter,Hymenobacter paludis,,"['yes', 'yes']","['negative', 'negative']",30,20,"['60.3', '60.3']","['aerobe', 'aerobe']",79.0,20.0,23.0,4.0,,,
0,Hymenobacter,Hymenobacter marinus,,"['no', 'no']","['negative', 'negative']",30,30,"['61', '61.0']","['obligate aerobe', 'aerobe']",141.0,10.0,7.0,12.0,"['ampicillin', 'chloramphenicol', 'erythromycin', 'rifampicin', 'tetracycline', 'vancomycin', 'gentamicin', 'kanamycin', 'streptomycin', 'penicillin g']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter frigidus,"[1524095, 1524095, 584]",no,negative,15,10-15,59.4,aerobe,314.0,86.0,89.0,19.0,,,
0,Hymenobacter,Hymenobacter pallidus,,"['no', 'no']","['negative', 'negative']",25,20-30,"['64.3', '64.3']","['aerobe', 'aerobe']",,,,,,,
0,Hymenobacter,Hymenobacter coalescens,,"['no', 'no']","['negative', 'negative']",30,30,"['59.0', '59']","['aerobe', 'aerobe']",,,,,"['amikacin', 'ampicillin', 'chloramphenicol', 'erythromycin', 'gentamicin', 'kanamycin', 'nalidixic acid', 'penicillin', 'streptomycin', 'tetracycline', 'vancomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter glacialis,"[1908236, 1908236, 1908236, 1903720]",no,negative,5-25,,60.5,aerobe,,,,,"['ampicillin', 'aztreonam', 'carbenicillin', 'cefalotin', 'cefixime', 'ceftazidime', 'chloramphenicol', 'ciprofloxacin', 'co-trimoxazole', 'gentamicin', 'imipenem', 'kanamycin', 'piperacillin', 'polymyxin b', 'streptomycin', 'tetracycline']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter lapidarius,"[1908237, 1908237, 1908237, 1879010]",no,negative,1-25,,61,aerobe,,,,,"['ampicillin', 'aztreonam', 'carbenicillin', 'cefalotin', 'cefixime', 'ceftazidime', 'chloramphenicol', 'ciprofloxacin', 'co-trimoxazole', 'gentamicin', 'imipenem', 'kanamycin', 'piperacillin', 'polymyxin b', 'streptomycin', 'tetracycline']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter coccineus,"[1908235, 1908235, 1908235, 2212467]",no,negative,5-20,,63.1,aerobe,90.0,32.0,12.0,13.0,"['ampicillin', 'aztreonam', 'carbenicillin', 'cefalotin', 'cefixime', 'ceftazidime', 'chloramphenicol', 'ciprofloxacin', 'co-trimoxazole', 'gentamicin', 'imipenem', 'kanamycin', 'piperacillin', 'polymyxin b', 'streptomycin', 'tetracycline']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter tenuis,,"['no', 'no']","['negative', 'negative']",25,,"['61.0', '61']","['aerobe', 'aerobe']",1158.0,219.0,215.0,14.0,"['amikacin', 'ampicillin', 'chloramphenicol', 'erythromycin', 'gentamicin', 'kanamycin', 'nalidixic acid', 'penicillin', 'streptomycin', 'tetracycline', 'vancomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter perfusus,"[1236770, 1236770, 1236770, 244366]",,,25,25,,,360.0,50.0,66.0,60.0,,,
0,Hymenobacter,Hymenobacter metalli,,,,30,25,,,,,,,,,
0,Hymenobacter,Hymenobacter flocculans,,,,30,25,,,,,,,,,
0,Hymenobacter,Hymenobacter xinjiangensis,,no,negative,30,28,"['54', '54']",aerobe,10.0,2.0,3.0,1.0,,,
0,Hymenobacter,Hymenobacter soli,,"['no', 'no']","['negative', 'negative']",30,30,58.8,"['aerobe', 'aerobe']",,,,,,,
0,Hymenobacter,Hymenobacter saemangeumensis,,no,negative,25,25,61.9,,,,,,,,
0,Hymenobacter,Hymenobacter koreensis,,no,negative,25,25,60.2,,1170.0,574.0,179.0,163.0,,,
0,Hymenobacter,Hymenobacter ginsengisoli,"[2864219, 2864219, 224209]","['no', 'no']","['negative', 'negative']",30,30,"['58.9', '58.9']","['aerobe', 'aerobe']",,,,,,,
0,Hymenobacter,Hymenobacter deserti,,no,negative,04-40,30,58.6,aerobe,172.0,112.0,11.0,30.0,,,
0,Hymenobacter,Hymenobacter rutilus,,"['no', 'no']","['negative', 'negative']",28,28,"['64.3', '64.3']","['aerobe', 'aerobe']",557.0,109.0,89.0,31.0,"['chloramphenicol', 'gentamicin', 'kanamycin', 'penicillin g', 'vancomycin', 'tetracycline', 'polymyxin b']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",['yes']
0,Hymenobacter,Hymenobacter seoulensis,,"['no', 'no']","['negative', 'negative']",25,25,"['56.6', '56.6']","['aerobe', 'aerobe']",1158.0,219.0,215.0,14.0,,,
0,Hymenobacter,Hymenobacter nivis,"[1850093, 1850093, 1850093, 1212549]",no,negative,15,15,"['55', '55.0']",aerobe,121.0,45.0,11.0,17.0,,,
0,Hymenobacter,Hymenobacter glacieicola,"[1562124, 1562124, 1747]",no,negative,25,10,59,aerobe,526.0,75.0,88.0,76.0,"['ampicillin', 'chloramphenicol', 'erythromycin', 'gentamicin', 'penicillin g', 'tetracycline', 'vancomycin', 'ciprofloxacin', 'clindamycin', 'neomycin', 'rifampicin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes']"
0,Hymenobacter,Hymenobacter aquaticus,"[1867101, 1867101, 1867101, 44283]","['no', 'no']","['negative', 'negative']",25,,"['61.9', '61.9']","['aerobe', 'aerobe']",44.0,13.0,11.0,,,,
0,Hymenobacter,Hymenobacter mucosus,"[1411120, 1411120, 1411120, 36809]",['no'],['negative'],28,,55.2,aerobe,2200.0,378.0,387.0,236.0,,,
0,Hymenobacter,Hymenobacter luteus,"[1411122, 1411122, 1411122, 821]",,,28,,59.6,,1217.0,123.0,150.0,53.0,,,
0,Hymenobacter,Hymenobacter latericoloratus,"[1411121, 1411121, 1411121, 550]",,,28,,57.5,,1217.0,123.0,150.0,53.0,,,
0,Hymenobacter,Hymenobacter sp.,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter psychrophilus,,,,20,,61.6,,105.0,82.0,7.0,1.0,,,
0,Hymenobacter,Hymenobacter daecheongensis,"[1121955, 1121955, 1121955, 818]","['no', 'no']","['negative', 'negative']",30,17,"['62.2', '62.2']","['aerobe', 'aerobe']",588.0,112.0,137.0,14.0,,,
0,Hymenobacter,Hymenobacter rigui,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter norwichensis,"[1121957, 1121957, 1121957, 47770]",,,,,56.4,,601.0,87.0,61.0,147.0,,,
0,Hymenobacter,Hymenobacter ocellatus,,,,,,64.6,,,,,,,,
0,Hymenobacter,Hymenobacter gelipurpurascens,"[89968, 89968, 89968, 195]",,,30,,58.1,,,,,,,,
0,Hymenobacter,Hymenobacter chitinivorans,"[1121954, 1121954, 89969, 820]",,,30,,61.5,,,,,,,,
0,Hymenobacter,Hymenobacter psychrotolerans,"[1121959, 1121959, 1121959, 546]",no,negative,04-28,18,"['60.0', '60']",aerobe,,,,,,,
0,Hymenobacter,Hymenobacter actinosclerus,"[82805, 82805, 82805, 40324]",,,30,,62.0,aerobe,,,,,,,
0,Hymenobacter,Hymenobacter sp.,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter arizonensis,"[1227077, 1227077, 1227077, 1004957]",,,25,,"['70.0', '67.5-72.5']",,18.0,15.0,2.0,1.0,,,
0,Hymenobacter,Hymenobacter sp.,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter sp.,,,,,,,,35.0,7.0,10.0,5.0,,,
0,Hymenobacter,Hymenobacter aerophilus,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter aerophilus,"[1121953, 1121953, 1121953, 148942]",,,20-30,,62.1,aerobe,,,,,,,
0,Hymenobacter,Hymenobacter roseosalivarius,"[645990, 645990, 645990, 283734]",,,,,56.4,,728.0,218.0,128.0,64.0,,,
0,Hymenobacter,Hymenobacter roseosalivarius,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter roseus,,,,,,,,59.0,15.0,24.0,,,,
0,Hymenobacter,Hymenobacter yonginensis,,,,,,,,513.0,85.0,245.0,40.0,,,
0,Hymenobacter,Hymenobacter terrenus,1629124,,,,,,,55.0,39.0,6.0,7.0,,,
0,Hymenobacter,Hymenobacter siberiensis,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter psoromatis,,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter tibetensis,,,,,,,,6.0,2.0,1.0,,,,
0,Hymenobacter,Hymenobacter sediminis,2218621,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter amundsenii,"[2006685, 1871071]",,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter ginkgonis,2682976,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter crusticola,1770526,,,,,,,107.0,54.0,4.0,5.0,,,
0,Hymenobacter,Hymenobacter polaris,2682546,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter terricola,2819236,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter setariae,2594794,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter piscis,2839984,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter montanus,2771359,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter armeniacus,2771358,,,,,,,,,,,,,
0,Hymenobacter,Hymenobacter lapidiphilus,"[2608003, 2485925]",,,,,,,,,,,,,
0,Nibribacter,Nibribacter ruber,"[2698458, 2698458, 2698458, 573]",,negative,15-37,25,50.3,aerobe,,,,,,,
0,Nibribacter,Nibribacter sp.,"[1385663, 1379909, 86027]",,,,,,,125.0,84.0,20.0,8.0,,,
0,Nibribacter,Nibribacter koreensis,,no,negative,25,25,44.9,aerobe,16.0,5.0,5.0,1.0,,,
0,Pontibacter,Pontibacter ruber,"[1343895, 1773]",,,,,,,,,,,,,
0,Pontibacter,Pontibacter diazotrophicus,1400979,,,,,,,55.0,42.0,6.0,,,,
0,Pontibacter,Pontibacter deserti,"[2764721, 1343896, 1313, 1639]",,,,,,,,,,,,,
0,Pontibacter,Pontibacter chitinilyticus,,,,,,,,,,,,,,
0,Pontibacter,Pontibacter soli,,,,,,,,,,,,,,
0,Pontibacter,Pontibacter yuliensis,,,,,,,,87.0,62.0,14.0,9.0,,,
0,Pontibacter,Pontibacter locisalis,,,,,,,,161.0,118.0,33.0,1.0,,,
0,Pontibacter,Pontibacter aquaedesilientis,,,,,,,,,,,,,,
0,Pontibacter,Pontibacter pamirensis,2562824,,,,,,,,,,,,,
0,Pontibacter,Pontibacter chinhatensis,"[1436961, 562]",,,,,,,,,,,,,
0,Pontibacter,Pontibacter cellulosilyticus,1720253,,,,,,,,,,,,,
0,Pontibacter,Pontibacter flavimaris,"[1797110, 573]",,,,,,,116.0,71.0,15.0,1.0,,,
0,Pontibacter,Pontibacter indicus,1317125,,,,,,,410.0,218.0,65.0,16.0,,,
0,Pontibacter,Pontibacter beigongshangensis,2574733,,,,,,,,,,,,,
0,Pontibacter,Pontibacter pudoricolor,"[2694930, 2694930]",,negative,10-37,25,45.44,aerobe,,,,,,,
0,Pontibacter,Pontibacter arcticus,2080288,yes,negative,4-37,28,45.5,aerobe,,,,,,,
0,Pontibacter,Pontibacter oryzae,2304593,,,,,48.3,,,,,,,,
0,Pontibacter,Pontibacter humi,,,,,,48.5,,307.0,188.0,35.0,29.0,,,
0,Pontibacter,Pontibacter sp.,,,,,,,,704.0,479.0,94.0,17.0,,,
0,Pontibacter,Pontibacter sp.,,,,,,,,704.0,479.0,94.0,17.0,,,
0,Pontibacter,Pontibacter silvestris,,no,negative,4-40,28-30,43.9,aerobe,,,,,"['ampicillin', 'cefotaxime', 'ceftriaxone', 'chloramphenicol', 'clindamycin', 'erythromycin', 'gentamicin', 'kanamycin', 'lincomycin', 'nalidixic acid', 'neomycin', 'norfloxacin', 'ofloxacin', 'penicillin', 'rifampicin', 'spiramycin II', 'streptomycin', 'tetracycline', 'tobramycin', 'vancomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",['yes']
0,Pontibacter,Pontibacter terrae,,,negative,18-37,28-30,49,aerobe,679.0,578.0,66.0,10.0,,,
0,Pontibacter,Pontibacter brevis,,no,negative,28,28-30,50.6,aerobe,,,,,"['tetracycline', 'streptomycin', 'ampicillin', 'penicillin', 'ceftriaxone', 'lincomycin', 'rifampicin', 'clindamycin', 'neomycin', 'chloramphenicol', 'erythromycin', 'norfloxacin', 'vancomycin', 'acetylspiramycin', 'cefotaxime', 'ofloxacin', 'gentamicin', 'kanamycin', 'tobramycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes']"
0,Pontibacter,Pontibacter sp.,,,,,,,,679.0,578.0,66.0,10.0,,,
0,Pontibacter,Pontibacter aurantiacus,,yes,negative,25-40,28,52.1,aerobe,,,,,"['amikacin', 'ampicillin', 'chloramphenicol', 'ciprofloxacin', 'gentamicin', 'kanamycin', 'nalidixic acid', 'oxytetracycline', 'penicillin g', 'polymyxin b', 'rifampicin', 'streptomycin', 'tetracycline', 'vancomycin']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes']"
0,Pontibacter,Pontibacter rhizosphera,,,,,,52.2,,15.0,8.0,1.0,4.0,,,
0,Pontibacter,Pontibacter amylolyticus,"[1424080, 1424080, 244328]",no,negative,30,35,49.2,aerobe,138.0,89.0,18.0,8.0,"['ampicillin', 'ceftriaxone', 'chloramphenicol', 'ciprofloxacin', 'clindamycin', 'erythromycin', 'nitrofurantoin', 'norfloxacin', 'novobiocin', 'rifampicin', 'vancomycin', 'penicillin g', 'amikacin', 'cephalexin', 'gentamicin', 'kanamycin', 'minocycline', 'nalidixic acid', 'neomycin', 'streptomycin', 'tetracycline', 'tobramycin', 'polymyxin b']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
0,Pontibacter,Pontibacter korlensis,,yes,negative,07-45,33.5,48.2,,203.0,81.0,58.0,13.0,,,
0,Pontibacter,Pontibacter toksunensis,,"['no', 'no']","['negative', 'negative']",30,30,47.8,"['aerobe', 'aerobe']",102.0,62.0,23.0,7.0,,,
